	motifs_int	motifs_str	GR	freq_1	freq_2
41	[{17, 18}, {5}, {5}]	{lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	1.1110920295569378	1192.0	1695
8	[{17, 18}, {24}, {3}]	{lemma_de,pos_ADP} {pos_DET} {pos_NOUN}	1.1078351104341204	1185.0	1690
32	[{18}, {24, 25, 27, 23}, {3}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	1.0980801961896745	1504.0	2164
51	[{18}, {5, 23, 24, 25, 27}, {5}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	1.097787868386448	1423.0	2048
55	[{18}, {24, 5}, {3}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN}	1.0973556736648806	1453.0	2092
10	[{18}, {24, 5}, {3, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	1.0966004392026198	1452.0	2092
47	[{18}, {24, 27, 5}, {5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	1.096543623399037	1513.0	2180
64	[{18}, {5}, {3}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN}	1.093868277779054	1492.0	2155
53	[{18}, {5}, {3, 5}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	1.093416738329662	1490.0	2153
13	[{18}, {24}, {26, 3}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem}	1.0932314171715678	1159.0	1675
58	[{18}, {5}, {5}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	1.0920922897533198	1661.0	2403
65	[{18}, {24, 27}, {3}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	1.089978988043351	1575.0	2283
61	[{18}, {5}, {26, 5}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	1.0894208557414224	1126.0	1633
1	[{18}, {5}, {26}]	{pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	1.087724012169085	1127.0	1637
63	[{18}, {24, 5}, {5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	1.0801065692352474	1558.0	2279
66	[{18}, {24, 27}, {26}]	{pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Fem}	1.0707411397556077	1146.0	1691
57	[{18}, {24}, {3}]	{pos_ADP} {pos_DET} {pos_NOUN}	1.067303491878062	1626.0	2407
54	[{18}, {24}, {26}]	{pos_ADP} {pos_DET} {feats_Gender=Fem}	1.0639397273060638	1200.0	1782
5	[{18}, {24, 27}, {4}]	{pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Masc}	1.0554663412874776	1137.0	1702
40	[{18}, {24}, {3, 4}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Masc}	1.0478775239728697	1095.0	1651
49	[{24, 27}, {3}, {18}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP}	1.0226361316176842	1145.0	1769
26	[{18}, {24}, {4}]	{pos_ADP} {pos_DET} {feats_Gender=Masc}	1.0167314011335524	1177.0	1829
6	[{5}, {5}, {18}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP}	1.013462949925855	1272.0	1983
31	[{24}, {3}, {18}]	{pos_DET} {pos_NOUN} {pos_ADP}	1.007678225862651	1178.0	1847
52	[{5}, {5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing}	0.9307050440388376	1035.0	1757
