CR_CA_1990-05-28_TEI	CR
CR_CA_1990-06-25_TEI	CR
CR_CA_1990-10-08_TEI	CR
CR_CA_1990-11-12_TEI	CR
CR_CA_1990-12-17_TEI	CR
CR_CA_1991-02-04_TEI	CR
CR_CA_1991-02-18_TEI	CR
CR_CA_1991-03-25_TEI	CR
CR_CA_1991-05-13_TEI	CR
CR_CA_1991-06-24_TEI	CR
CR_CA_1991-09-23_TEI	CR
CR_CA_1991-11-04_TEI	CR
CR_CA_1991-12-16_TEI	CR
CR_CA_1992-01-27_TEI	CR
CR_CA_1992-02-03_TEI	CR
CR_CA_1992-03-02_TEI	CR
CR_CA_1992-04-06_TEI	CR
CR_CA_1992-05-25_TEI	CR
CR_CA_1992-06-29_TEI	CR
CR_CA_1992-09-21_TEI	CR
CR_CA_1992-11-09_TEI	CR
CR_CA_1992-12-14_TEI	CR
CR_CA_1993-02-01_TEI	CR
CR_CA_1993-02-08_TEI	CR
CR_CA_1993-03-08_TEI	CR
CR_CA_1993-03-29_TEI	CR
CR_CA_1993-05-17_TEI	CR
CR_CA_1993-06-28_TEI	CR
CR_CA_1993-09-27_TEI	CR
CR_CA_1993-11-29_TEI	CR
CR_CA_1993-12-13_TEI	CR
CR_CA_1994-01-10_TEI	CR
CR_CA_1994-02-28_TEI	CR
CR_CA_1994-03-14_TEI	CR
CR_CA_1994-03-28_TEI	CR
CR_CA_1994-05-16_TEI	CR
CR_CA_1994-06-14_TEI	CR
CR_CA_1994-07-04_TEI	CR
CR_CA_1994-10-03_TEI	CR
CR_CA_1994-11-07_TEI	CR
CR_CA_1994-12-12_TEI	CR
CR_CA_1995-01-23_TEI	CR
CR_CA_1995-02-27_TEI	CR
CR_CA_1995-03-20_TEI	CR
CR_CA_1995-05-22_TEI	CR
CR_CA_1995-06-12_TEI	CR
CR_CA_1995-07-03_TEI	CR
CR_CA_1995-10-09_TEI	CR
CR_CA_1995-10-26_TEI	CR
CR_CA_1995-11-13_TEI	CR
CR_CA_1995-12-11_TEI	CR
CR_CA_1996-01-29_TEI	CR
CR_CA_1996-02-19_TEI	CR
CR_CA_1996-03-11_TEI	CR
CR_CA_1996-04-15_TEI	CR
CR_CA_1996-05-20_TEI	CR
CR_CA_1996-07-01_TEI	CR
CR_CA_1996-09-16_TEI	CR
CR_CA_1997-01-20_TEI	CR
CR_CA_1997-02-24_TEI	CR
CR_CA_1997-03-24_TEI	CR
CR_CA_1997-04-28_TEI	CR
CR_CA_1997-05-23_TEI	CR
CR_CA_1997-06-30_TEI	CR
CR_CA_1997-09-22_TEI	CR
CR_CA_1997-11-17_TEI	CR
CR_CA_1997-12-01_TEI	CR
CR_CA_1998-01-19_TEI	CR
CR_CA_1998-02-09_TEI	CR
CR_CA_1998-03-09_TEI	CR
CR_CA_1998-03-30_TEI	CR
CR_CA_1998-05-04_TEI	CR
CR_CA_1998-05-25_TEI	CR
CR_CA_1998-06-22_TEI	CR
CR_CA_1998-09-07_TEI	CR
CR_CA_1998-10-05_TEI	CR
CR_CA_1998-11-09_TEI	CR
CR_CA_1998-12-14_TEI	CR
CR_CA_1999-01-18_TEI	CR
CR_CA_1999-02-15_TEI	CR
CR_CA_1999-03-29_TEI	CR
CR_CA_1999-05-03_TEI	CR
CR_CA_1999-05-31_TEI	CR
CR_CA_1999-07-05_TEI	CR
CR_CA_1999-09-20_TEI	CR
CR_CA_1999-10-18_TEI	CR
CR_CA_2001-04-23_TEI	CR
CR_CA_2001-05-21_TEI	CR
CR_CA_2001-09-24_TEI	CR
CR_CA_2001-11-12_TEI	CR
CR_CA_2001-12-10_TEI	CR
CR_CA_2002-01-21_TEI	CR
CR_CA_2002-02-11_TEI	CR
CR_CA_2002-03-18_TEI	CR
CRDP	rapports
CREA	rapports
CREF	rapports
CRESPPA	rapports
CRPM	rapports
CSLF	rapports
CTAD	rapports
DICEN	rapports
ECONOMIX	rapports
ERO	rapports
HAR	rapports
IDHES	rapports
IREPH	rapports
IRERP	rapports
ISP	rapports
LADYSS	rapports
LAPPS	rapports
LEGS	rapports
LEME	rapports
LESC	rapports
LICAE	rapports
LINP2	rapports
LIPO	rapports
LTIE	rapports
MODALX	rapports
MODYCO	rapports
MONDESA	rapports
ParlaMint-FR_2018-01-16-O1111	parlamint
ParlaMint-FR_2018-01-16-O1112	parlamint
ParlaMint-FR_2018-01-17-O1113	parlamint
ParlaMint-FR_2018-01-17-O1114	parlamint
ParlaMint-FR_2018-01-18-O1115	parlamint
ParlaMint-FR_2018-01-18-O1116	parlamint
ParlaMint-FR_2018-01-18-O1117	parlamint
ParlaMint-FR_2018-01-22-O1118	parlamint
ParlaMint-FR_2018-01-23-O1119	parlamint
ParlaMint-FR_2018-01-23-O1120	parlamint
ParlaMint-FR_2018-01-23-O1121	parlamint
ParlaMint-FR_2018-01-24-O1122	parlamint
ParlaMint-FR_2018-01-24-O1123	parlamint
ParlaMint-FR_2018-01-25-O1124	parlamint
ParlaMint-FR_2018-01-25-O1125	parlamint
ParlaMint-FR_2018-01-30-O1126	parlamint
ParlaMint-FR_2018-01-30-O1127	parlamint
ParlaMint-FR_2018-01-30-O1128	parlamint
ParlaMint-FR_2018-01-31-O1129	parlamint
ParlaMint-FR_2018-01-31-O1130	parlamint
ParlaMint-FR_2018-02-01-O1131	parlamint
ParlaMint-FR_2018-02-01-O1132	parlamint
ParlaMint-FR_2018-02-01-O1133	parlamint
ParlaMint-FR_2018-02-06-O1134	parlamint
ParlaMint-FR_2018-02-06-O1135	parlamint
ParlaMint-FR_2018-02-07-O1136	parlamint
ParlaMint-FR_2018-02-07-O1137	parlamint
ParlaMint-FR_2018-02-08-O1138	parlamint
ParlaMint-FR_2018-02-13-O1139	parlamint
ParlaMint-FR_2018-02-13-O1140	parlamint
ParlaMint-FR_2018-02-14-O1141	parlamint
ParlaMint-FR_2018-02-15-O1142	parlamint
ParlaMint-FR_2018-02-15-O1143	parlamint
ParlaMint-FR_2018-02-15-O1144	parlamint
ParlaMint-FR_2018-02-20-O1145	parlamint
ParlaMint-FR_2018-02-20-O1146	parlamint
ParlaMint-FR_2018-02-20-O1147	parlamint
ParlaMint-FR_2018-02-21-O1148	parlamint
ParlaMint-FR_2018-02-21-O1149	parlamint
ParlaMint-FR_2018-02-22-O1150	parlamint
ParlaMint-FR_2018-02-22-O1151	parlamint
ParlaMint-FR_2018-03-06-O1152	parlamint
ParlaMint-FR_2018-03-06-O1153	parlamint
ParlaMint-FR_2018-03-07-O1154	parlamint
ParlaMint-FR_2018-03-08-O1155	parlamint
ParlaMint-FR_2018-03-08-O1156	parlamint
ParlaMint-FR_2018-03-08-O1157	parlamint
ParlaMint-FR_2018-03-13-O1158	parlamint
ParlaMint-FR_2018-03-14-O1159	parlamint
ParlaMint-FR_2018-03-20-O1160	parlamint
ParlaMint-FR_2018-03-20-O1161	parlamint
ParlaMint-FR_2018-03-21-O1162	parlamint
ParlaMint-FR_2018-03-21-O1163	parlamint
ParlaMint-FR_2018-03-22-O1164	parlamint
ParlaMint-FR_2018-03-22-O1165	parlamint
ParlaMint-FR_2018-03-22-O1166	parlamint
ParlaMint-FR_2018-03-27-O1167	parlamint
ParlaMint-FR_2018-03-27-O1168	parlamint
ParlaMint-FR_2018-03-27-O1169	parlamint
ParlaMint-FR_2018-03-28-O1170	parlamint
ParlaMint-FR_2018-03-28-O1171	parlamint
ParlaMint-FR_2018-03-29-O1172	parlamint
ParlaMint-FR_2018-04-03-O1173	parlamint
ParlaMint-FR_2018-04-03-O1174	parlamint
ParlaMint-FR_2018-04-03-O1175	parlamint
ParlaMint-FR_2018-04-04-O1176	parlamint
ParlaMint-FR_2018-04-04-O1177	parlamint
ParlaMint-FR_2018-04-05-O1178	parlamint
ParlaMint-FR_2018-04-05-O1179	parlamint
ParlaMint-FR_2018-04-05-O1180	parlamint
ParlaMint-FR_2018-04-09-O1181	parlamint
ParlaMint-FR_2018-04-09-O1182	parlamint
ParlaMint-FR_2018-04-10-O1183	parlamint
ParlaMint-FR_2018-04-10-O1184	parlamint
ParlaMint-FR_2018-04-11-O1185	parlamint
ParlaMint-FR_2018-04-11-O1186	parlamint
ParlaMint-FR_2018-04-12-O1187	parlamint
ParlaMint-FR_2018-04-12-O1188	parlamint
ParlaMint-FR_2018-04-16-O1189	parlamint
ParlaMint-FR_2018-04-16-O1190	parlamint
ParlaMint-FR_2018-04-17-O1191	parlamint
ParlaMint-FR_2018-04-17-O1192	parlamint
ParlaMint-FR_2018-04-17-O1193	parlamint
ParlaMint-FR_2018-04-18-O1194	parlamint
ParlaMint-FR_2018-04-18-O1195	parlamint
ParlaMint-FR_2018-04-19-O1196	parlamint
ParlaMint-FR_2018-04-19-O1197	parlamint
ParlaMint-FR_2018-04-19-O1198	parlamint
ParlaMint-FR_2018-04-20-O1199	parlamint
ParlaMint-FR_2018-04-20-O1200	parlamint
ParlaMint-FR_2018-04-20-O1201	parlamint
ParlaMint-FR_2018-04-21-O1202	parlamint
ParlaMint-FR_2018-04-21-O1203	parlamint
ParlaMint-FR_2018-04-21-O1204	parlamint
ParlaMint-FR_2018-04-22-O1205	parlamint
ParlaMint-FR_2018-04-22-O1206	parlamint
ParlaMint-FR_2018-05-09-O1207	parlamint
ParlaMint-FR_2018-05-14-O1208	parlamint
ParlaMint-FR_2018-05-14-O1209	parlamint
ParlaMint-FR_2018-05-15-O1210	parlamint
ParlaMint-FR_2018-05-15-O1211	parlamint
ParlaMint-FR_2018-05-15-O1212	parlamint
ParlaMint-FR_2018-05-16-O1213	parlamint
ParlaMint-FR_2018-05-16-O1214	parlamint
ParlaMint-FR_2018-05-17-O1215	parlamint
ParlaMint-FR_2018-05-17-O1216	parlamint
ParlaMint-FR_2018-05-22-O1217	parlamint
ParlaMint-FR_2018-05-22-O1218	parlamint
ParlaMint-FR_2018-05-23-O1219	parlamint
ParlaMint-FR_2018-05-23-O1220	parlamint
ParlaMint-FR_2018-05-24-O1221	parlamint
ParlaMint-FR_2018-05-24-O1222	parlamint
ParlaMint-FR_2018-05-24-O1223	parlamint
ParlaMint-FR_2018-05-25-O1224	parlamint
ParlaMint-FR_2018-05-25-O1225	parlamint
ParlaMint-FR_2018-05-25-O1226	parlamint
ParlaMint-FR_2018-05-26-O1227	parlamint
ParlaMint-FR_2018-05-26-O1228	parlamint
ParlaMint-FR_2018-05-26-O1229	parlamint
ParlaMint-FR_2018-05-27-O1230	parlamint
ParlaMint-FR_2018-05-27-O1231	parlamint
ParlaMint-FR_2018-05-27-O1232	parlamint
ParlaMint-FR_2018-05-28-O1233	parlamint
ParlaMint-FR_2018-05-28-O1234	parlamint
ParlaMint-FR_2018-05-29-O1235	parlamint
ParlaMint-FR_2018-05-29-O1236	parlamint
ParlaMint-FR_2018-05-30-O1237	parlamint
ParlaMint-FR_2018-05-30-O1238	parlamint
ParlaMint-FR_2018-05-31-O1239	parlamint
ParlaMint-FR_2018-05-31-O1240	parlamint
ParlaMint-FR_2018-05-31-O1241	parlamint
ParlaMint-FR_2018-06-01-O1242	parlamint
ParlaMint-FR_2018-06-01-O1243	parlamint
ParlaMint-FR_2018-06-01-O1244	parlamint
ParlaMint-FR_2018-06-02-O1245	parlamint
ParlaMint-FR_2018-06-02-O1246	parlamint
ParlaMint-FR_2018-06-02-O1247	parlamint
ParlaMint-FR_2018-06-03-O1248	parlamint
ParlaMint-FR_2018-06-03-O1249	parlamint
ParlaMint-FR_2018-06-03-O1250	parlamint
ParlaMint-FR_2018-06-04-O1251	parlamint
ParlaMint-FR_2018-06-04-O1252	parlamint
ParlaMint-FR_2018-06-05-O1253	parlamint
ParlaMint-FR_2018-06-05-O1254	parlamint
ParlaMint-FR_2018-06-05-O1255	parlamint
ParlaMint-FR_2018-06-06-O1256	parlamint
ParlaMint-FR_2018-06-06-O1257	parlamint
ParlaMint-FR_2018-06-07-O1258	parlamint
ParlaMint-FR_2018-06-07-O1259	parlamint
ParlaMint-FR_2018-06-07-O1260	parlamint
ParlaMint-FR_2018-06-08-O1261	parlamint
ParlaMint-FR_2018-06-08-O1262	parlamint
ParlaMint-FR_2018-06-08-O1263	parlamint
ParlaMint-FR_2018-06-11-O1264	parlamint
ParlaMint-FR_2018-06-11-O1265	parlamint
ParlaMint-FR_2018-06-12-O1266	parlamint
ParlaMint-FR_2018-06-12-O1267	parlamint
ParlaMint-FR_2018-06-12-O1268	parlamint
ParlaMint-FR_2018-06-13-O1269	parlamint
ParlaMint-FR_2018-06-13-O1270	parlamint
ParlaMint-FR_2018-06-14-O1271	parlamint
ParlaMint-FR_2018-06-14-O1272	parlamint
ParlaMint-FR_2018-06-14-O1273	parlamint
ParlaMint-FR_2018-06-15-O1274	parlamint
ParlaMint-FR_2018-06-15-O1275	parlamint
ParlaMint-FR_2018-06-15-O1276	parlamint
ParlaMint-FR_2018-06-18-O1277	parlamint
ParlaMint-FR_2018-06-18-O1278	parlamint
ParlaMint-FR_2018-06-19-O1279	parlamint
ParlaMint-FR_2018-06-19-O1280	parlamint
ParlaMint-FR_2018-06-20-O1281	parlamint
ParlaMint-FR_2018-06-20-O1282	parlamint
ParlaMint-FR_2018-06-21-O1283	parlamint
ParlaMint-FR_2018-06-21-O1284	parlamint
ParlaMint-FR_2018-06-21-O1285	parlamint
ParlaMint-FR_2018-06-26-O1286	parlamint
ParlaMint-FR_2018-06-26-O1287	parlamint
ParlaMint-FR_2018-06-27-O1288	parlamint
ParlaMint-FR_2018-06-28-O1289	parlamint
ParlaMint-FR_2018-07-03-E1001	parlamint
ParlaMint-FR_2018-07-03-E1002	parlamint
ParlaMint-FR_2018-07-04-E1003	parlamint
ParlaMint-FR_2018-07-05-E1004	parlamint
ParlaMint-FR_2018-07-05-E1005	parlamint
ParlaMint-FR_2018-07-05-E1006	parlamint
ParlaMint-FR_2018-07-09-C1001	parlamint
ParlaMint-FR_2018-07-10-E1007	parlamint
ParlaMint-FR_2018-07-10-E1008	parlamint
ParlaMint-FR_2018-07-11-E1009	parlamint
ParlaMint-FR_2018-07-11-E1010	parlamint
ParlaMint-FR_2018-07-12-E1011	parlamint
ParlaMint-FR_2018-07-12-E1012	parlamint
ParlaMint-FR_2018-07-12-E1013	parlamint
ParlaMint-FR_2018-07-13-E1014	parlamint
ParlaMint-FR_2018-07-13-E1015	parlamint
ParlaMint-FR_2018-07-16-E1016	parlamint
ParlaMint-FR_2018-07-16-E1017	parlamint
ParlaMint-FR_2018-07-17-E1018	parlamint
ParlaMint-FR_2018-07-17-E1019	parlamint
ParlaMint-FR_2018-07-18-E1020	parlamint
ParlaMint-FR_2018-07-18-E1021	parlamint
ParlaMint-FR_2018-07-19-E1022	parlamint
ParlaMint-FR_2018-07-19-E1023	parlamint
ParlaMint-FR_2018-07-19-E1024	parlamint
ParlaMint-FR_2018-07-20-E1025	parlamint
ParlaMint-FR_2018-07-20-E1026	parlamint
ParlaMint-FR_2018-07-20-E1027	parlamint
ParlaMint-FR_2018-07-21-E1028	parlamint
ParlaMint-FR_2018-07-21-E1029	parlamint
ParlaMint-FR_2018-07-21-E1030	parlamint
ParlaMint-FR_2018-07-22-E1031	parlamint
ParlaMint-FR_2018-07-23-E1032	parlamint
ParlaMint-FR_2018-07-23-E1033	parlamint
ParlaMint-FR_2018-07-24-E1034	parlamint
ParlaMint-FR_2018-07-24-E1035	parlamint
ParlaMint-FR_2018-07-25-E1036	parlamint
ParlaMint-FR_2018-07-25-E1037	parlamint
ParlaMint-FR_2018-07-26-E1038	parlamint
ParlaMint-FR_2018-07-26-E1039	parlamint
ParlaMint-FR_2018-07-26-E1040	parlamint
ParlaMint-FR_2018-07-30-E1041	parlamint
ParlaMint-FR_2018-07-31-E1042	parlamint
ParlaMint-FR_2018-07-31-E1043	parlamint
ParlaMint-FR_2018-08-01-E1044	parlamint
ParlaMint-FR_2018-09-12-E2001	parlamint
ParlaMint-FR_2018-09-12-E2002	parlamint
ParlaMint-FR_2018-09-13-E2003	parlamint
ParlaMint-FR_2018-09-13-E2004	parlamint
ParlaMint-FR_2018-09-13-E2005	parlamint
ParlaMint-FR_2018-09-14-E2006	parlamint
ParlaMint-FR_2018-09-14-E2007	parlamint
ParlaMint-FR_2018-09-14-E2008	parlamint
ParlaMint-FR_2018-09-17-E2009	parlamint
ParlaMint-FR_2018-09-17-E2010	parlamint
ParlaMint-FR_2018-09-18-E2011	parlamint
ParlaMint-FR_2018-09-18-E2012	parlamint
ParlaMint-FR_2018-09-19-E2013	parlamint
ParlaMint-FR_2018-09-25-E2014	parlamint
ParlaMint-FR_2018-09-25-E2015	parlamint
ParlaMint-FR_2018-09-26-E2016	parlamint
ParlaMint-FR_2018-09-26-E2017	parlamint
ParlaMint-FR_2018-09-27-E2018	parlamint
ParlaMint-FR_2018-09-27-E2019	parlamint
ParlaMint-FR_2018-09-27-E2020	parlamint
ParlaMint-FR_2018-09-28-E2021	parlamint
ParlaMint-FR_2018-09-28-E2022	parlamint
ParlaMint-FR_2018-09-28-E2023	parlamint
ParlaMint-FR_2018-10-01-O1001	parlamint
ParlaMint-FR_2018-10-02-O1002	parlamint
ParlaMint-FR_2018-10-02-O1003	parlamint
ParlaMint-FR_2018-10-03-O1004	parlamint
ParlaMint-FR_2018-10-03-O1005	parlamint
ParlaMint-FR_2018-10-04-O1006	parlamint
ParlaMint-FR_2018-10-04-O1007	parlamint
ParlaMint-FR_2018-10-04-O1008	parlamint
ParlaMint-FR_2018-10-05-O1009	parlamint
ParlaMint-FR_2018-10-05-O1010	parlamint
ParlaMint-FR_2018-10-09-O1011	parlamint
ParlaMint-FR_2018-10-09-O1012	parlamint
ParlaMint-FR_2018-10-10-O1013	parlamint
ParlaMint-FR_2018-10-11-O1014	parlamint
ParlaMint-FR_2018-10-11-O1015	parlamint
ParlaMint-FR_2018-10-11-O1016	parlamint
ParlaMint-FR_2018-10-15-O1017	parlamint
ParlaMint-FR_2018-10-15-O1018	parlamint
ParlaMint-FR_2018-10-16-O1019	parlamint
ParlaMint-FR_2018-10-16-O1020	parlamint
ParlaMint-FR_2018-10-17-O1021	parlamint
ParlaMint-FR_2018-10-17-O1022	parlamint
ParlaMint-FR_2018-10-18-O1023	parlamint
ParlaMint-FR_2018-10-18-O1024	parlamint
ParlaMint-FR_2018-10-18-O1025	parlamint
ParlaMint-FR_2018-10-19-O1026	parlamint
ParlaMint-FR_2018-10-19-O1027	parlamint
ParlaMint-FR_2018-10-19-O1028	parlamint
ParlaMint-FR_2018-10-22-O1029	parlamint
ParlaMint-FR_2018-10-22-O1030	parlamint
ParlaMint-FR_2018-10-23-O1031	parlamint
ParlaMint-FR_2018-10-23-O1032	parlamint
ParlaMint-FR_2018-10-24-O1033	parlamint
ParlaMint-FR_2018-10-24-O1034	parlamint
ParlaMint-FR_2018-10-25-O1035	parlamint
ParlaMint-FR_2018-10-25-O1036	parlamint
ParlaMint-FR_2018-10-25-O1037	parlamint
ParlaMint-FR_2018-10-26-O1038	parlamint
ParlaMint-FR_2018-10-26-O1039	parlamint
ParlaMint-FR_2018-10-26-O1040	parlamint
ParlaMint-FR_2018-10-30-O1041	parlamint
ParlaMint-FR_2018-10-30-O1042	parlamint
ParlaMint-FR_2018-10-31-O1043	parlamint
ParlaMint-FR_2018-10-31-O1044	parlamint
ParlaMint-FR_2018-11-02-O1045	parlamint
ParlaMint-FR_2018-11-02-O1046	parlamint
ParlaMint-FR_2018-11-05-O1047	parlamint
ParlaMint-FR_2018-11-05-O1048	parlamint
ParlaMint-FR_2018-11-06-O1049	parlamint
ParlaMint-FR_2018-11-06-O1050	parlamint
ParlaMint-FR_2018-11-07-O1051	parlamint
ParlaMint-FR_2018-11-07-O1052	parlamint
ParlaMint-FR_2018-11-08-O1053	parlamint
ParlaMint-FR_2018-11-08-O1054	parlamint
ParlaMint-FR_2018-11-08-O1055	parlamint
ParlaMint-FR_2018-11-09-O1056	parlamint
ParlaMint-FR_2018-11-09-O1057	parlamint
ParlaMint-FR_2018-11-12-O1058	parlamint
ParlaMint-FR_2018-11-12-O1059	parlamint
ParlaMint-FR_2018-11-13-O1060	parlamint
ParlaMint-FR_2018-11-13-O1061	parlamint
ParlaMint-FR_2018-11-14-O1062	parlamint
ParlaMint-FR_2018-11-14-O1063	parlamint
ParlaMint-FR_2018-11-15-O1064	parlamint
ParlaMint-FR_2018-11-15-O1065	parlamint
ParlaMint-FR_2018-11-15-O1066	parlamint
ParlaMint-FR_2018-11-16-O1067	parlamint
ParlaMint-FR_2018-11-16-O1068	parlamint
ParlaMint-FR_2018-11-19-O1069	parlamint
ParlaMint-FR_2018-11-19-O1070	parlamint
ParlaMint-FR_2018-11-20-O1071	parlamint
ParlaMint-FR_2018-11-20-O1072	parlamint
ParlaMint-FR_2018-11-21-O1073	parlamint
ParlaMint-FR_2018-11-21-O1074	parlamint
ParlaMint-FR_2018-11-22-O1075	parlamint
ParlaMint-FR_2018-11-22-O1076	parlamint
ParlaMint-FR_2018-11-22-O1077	parlamint
ParlaMint-FR_2018-11-23-O1078	parlamint
ParlaMint-FR_2018-11-23-O1079	parlamint
ParlaMint-FR_2018-11-23-O1080	parlamint
ParlaMint-FR_2018-11-26-O1081	parlamint
ParlaMint-FR_2018-11-26-O1082	parlamint
ParlaMint-FR_2018-11-27-O1083	parlamint
ParlaMint-FR_2018-11-27-O1084	parlamint
ParlaMint-FR_2018-11-27-O1085	parlamint
ParlaMint-FR_2018-11-28-O1086	parlamint
ParlaMint-FR_2018-11-29-O1087	parlamint
ParlaMint-FR_2018-11-29-O1088	parlamint
ParlaMint-FR_2018-11-29-O1089	parlamint
ParlaMint-FR_2018-12-03-O1090	parlamint
ParlaMint-FR_2018-12-03-O1091	parlamint
ParlaMint-FR_2018-12-04-O1092	parlamint
ParlaMint-FR_2018-12-04-O1093	parlamint
ParlaMint-FR_2018-12-05-O1094	parlamint
ParlaMint-FR_2018-12-05-O1095	parlamint
ParlaMint-FR_2018-12-06-O1096	parlamint
ParlaMint-FR_2018-12-06-O1097	parlamint
ParlaMint-FR_2018-12-06-O1098	parlamint
ParlaMint-FR_2018-12-10-O1099	parlamint
ParlaMint-FR_2018-12-10-O1100	parlamint
ParlaMint-FR_2018-12-11-O1101	parlamint
ParlaMint-FR_2018-12-11-O1102	parlamint
ParlaMint-FR_2018-12-11-O1103	parlamint
ParlaMint-FR_2018-12-12-O1104	parlamint
ParlaMint-FR_2018-12-12-O1105	parlamint
ParlaMint-FR_2018-12-13-O1106	parlamint
ParlaMint-FR_2018-12-17-O1107	parlamint
ParlaMint-FR_2018-12-17-O1108	parlamint
ParlaMint-FR_2018-12-18-O1109	parlamint
ParlaMint-FR_2018-12-18-O1110	parlamint
ParlaMint-FR_2018-12-18-O1111	parlamint
ParlaMint-FR_2018-12-19-O1112	parlamint
ParlaMint-FR_2018-12-20-O1113	parlamint
ParlaMint-FR_2018-12-20-O1114	parlamint
ParlaMint-FR_2018-12-20-O1115	parlamint
PV_CA_1999-11-22_TEI	CR
PV_CA_1999-12-13_TEI	CR
PV_CA_2000-01-17_TEI	CR
PV_CA_2000-02-21_TEI	CR
PV_CA_2000-03-13_TEI	CR
PV_CA_2000-05-04_TEI	CR
PV_CA_2000-05-22_1_TEI	CR
PV_CA_2000-05-22_2_TEI	CR
PV_CA_2000-07-03_TEI	CR
PV_CA_2000-09-25_TEI	CR
PV_CA_2000-10-09_TEI	CR
PV_CA_2000-10-23_1_TEI	CR
PV_CA_2000-10-23_2_TEI	CR
PV_CA_2000-11-20_TEI	CR
PV_CA_2000-12-11_1_TEI	CR
PV_CA_2000-12-11_2_TEI	CR
PV_CA_2003-02-03_TEI	CR
PV_CA_2003-02-24_TEI	CR
PV_CA_2003-03-24_TEI	CR
PV_CA_2003-04-28_TEI	CR
PV_CA_2003-05-26_TEI	CR
PV_CA_2003-06-23_TEI	CR
PV_CA_2003-09-29_TEI	CR
PV_CA_2003-10-27_TEI	CR
PV_CA_2003-11-10_TEI	CR
PV_CA_2003-12-08_TEI	CR
PV_CA_2004-01-26_1_TEI	CR
PV_CA_2004-01-26_2_TEI	CR
PV_CA_2004-02-16_TEI	CR
PV_CA_2004-03-22_TEI	CR
PV_CA_2004-04-26_TEI	CR
PV_CA_2004-05-24_TEI	CR
PV_CA_2004-06-28_TEI	CR
PV_CA_2004-07-05_TEI	CR
PV_CA_2004-09-27_TEI	CR
PV_CA_2004-10-04_TEI	CR
PV_CA_2004-10-25_1_TEI	CR
PV_CA_2004-10-25_2_TEI	CR
PV_CA_2004-11-08_TEI	CR
