	motifs_int	motifs_str	k	M	f	t	T	indice
{18} {4,5} {3,4,5}	[{18}, {4, 5}, {3, 4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	430	280	11267	1220	48978	inf
{17,18,728,730} {5} {3,5}	[{728, 17, 18, 730}, {5}, {3, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	502	343	13778	1220	48978	inf
{3,5} {18} {24}	[{3, 5}, {18}, {24}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET}	434	202	8106	1220	48978	inf
{3} {18} {5,24,27} {5}	[{3}, {18}, {24, 27, 5}, {5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	474	270	10861	1220	48978	inf
{17,18,730} {24,27} {3}	[{17, 18, 730}, {24, 27}, {3}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET,feats_PronType=Art} {pos_NOUN}	621	477	19143	1220	48978	inf
{17,18,730} {24} {3,4}	[{17, 18, 730}, {24}, {3, 4}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET} {pos_NOUN,feats_Gender=Masc}	353	241	9667	1220	48978	inf
{730} {24} {3}	[{730}, {24}, {3}]	{wp_▁de} {pos_DET} {pos_NOUN}	645	509	20430	1220	48978	inf
{23,24,25,27} {3} {18} {5}	[{24, 25, 27, 23}, {3}, {18}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	480	202	8127	1220	48978	inf
{18} {92} {4,92}	[{18}, {92}, {4, 92}]	{pos_ADP} {feats_Number=Plur} {feats_Gender=Masc,feats_Number=Plur}	394	167	6706	1220	48978	inf
{17,18,728,730} {5,23,24,25,27} {3,5}	[{728, 17, 18, 730}, {5, 23, 24, 25, 27}, {3, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	477	301	12108	1220	48978	inf
{5} {5} {26}	[{5}, {5}, {26}]	{feats_Number=Sing} {feats_Number=Sing} {feats_Gender=Fem}	307	164	6589	1220	48978	inf
{5} {5} {18} {5} {5}	[{5}, {5}, {18}, {5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	390	184	7406	1220	48978	inf
{3} {17,18} {5,24} {3}	[{3}, {17, 18}, {24, 5}, {3}]	{pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN}	380	86	3467	1220	48978	inf
{730} {23,24,25,27} {3}	[{730}, {24, 25, 27, 23}, {3}]	{wp_▁de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	621	477	19144	1220	48978	inf
{730} {24} {26}	[{730}, {24}, {26}]	{wp_▁de} {pos_DET} {feats_Gender=Fem}	510	312	12528	1220	48978	inf
{24,27} {3,4} {18}	[{24, 27}, {3, 4}, {18}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {pos_ADP}	417	176	7066	1220	48978	inf
{5,24} {5} {11}	[{24, 5}, {5}, {11}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADJ}	307	157	6299	1220	48978	inf
{3,5} {17,18} {5}	[{3, 5}, {17, 18}, {5}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing}	475	243	9776	1220	48978	inf
{26} {17,18} {5}	[{26}, {17, 18}, {5}]	{feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Number=Sing}	460	181	7297	1220	48978	inf
{18} {26} {3,26}	[{18}, {26}, {26, 3}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN,feats_Gender=Fem}	386	164	6585	1220	48978	inf
{18} {24,27} {3} {17,18}	[{18}, {24, 27}, {3}, {17, 18}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	374	155	6221	1220	48978	inf
{5} {5} {18} {5,24,27} {5}	[{5}, {5}, {18}, {24, 27, 5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	341	111	4486	1220	48978	inf
{26} {18} {24,27} {3}	[{26}, {18}, {24, 27}, {3}]	{feats_Gender=Fem} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	416	154	6215	1220	48978	inf
{24,27} {3} {105}	[{24, 27}, {3}, {105}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_PUNCT}	420	166	6679	1220	48978	inf
{24} {3,4} {17,18}	[{24}, {3, 4}, {17, 18}]	{pos_DET} {pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP}	362	123	4967	1220	48978	inf
{18} {4,5,23,24,25,27} {3,4}	[{18}, {4, 5, 23, 24, 25, 27}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	381	176	7085	1220	48978	inf
{18} {5,24} {5} {105}	[{18}, {24, 5}, {5}, {105}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_PUNCT}	372	104	4202	1220	48978	inf
{24} {3,5} {18} {5}	[{24}, {3, 5}, {18}, {5}]	{pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	417	163	6543	1220	48978	inf
{17,18,728,730} {24,92} {3,92}	[{728, 17, 18, 730}, {24, 92}, {3, 92}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET,feats_Number=Plur} {pos_NOUN,feats_Number=Plur}	347	123	4946	1220	48978	inf
{3,5} {18} {5,26}	[{3, 5}, {18}, {26, 5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	382	123	4950	1220	48978	inf
{3,5} {18} {5,23,24,25,27} {5}	[{3, 5}, {18}, {5, 23, 24, 25, 27}, {5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	326	88	3566	1220	48978	inf
{3} {18} {23,24,25,27} {26}	[{3}, {18}, {24, 25, 27, 23}, {26}]	{pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Fem}	410	95	3848	1220	48978	inf
{3} {18} {3,5}	[{3}, {18}, {3, 5}]	{pos_NOUN} {pos_ADP} {pos_NOUN,feats_Number=Sing}	504	237	9545	1220	48978	inf
{3} {17,18,728,730} {5,24} {5}	[{3}, {728, 17, 18, 730}, {24, 5}, {5}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	362	90	3646	1220	48978	inf
{3} {11} {105}	[{3}, {11}, {105}]	{pos_NOUN} {pos_ADJ} {pos_PUNCT}	306	169	6818	1220	48978	inf
{24,27} {3} {5}	[{24, 27}, {3}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {feats_Number=Sing}	390	203	8173	1220	48978	inf
{24} {4} {4}	[{24}, {4}, {4}]	{pos_DET} {feats_Gender=Masc} {feats_Gender=Masc}	355	182	7306	1220	48978	inf
{5} {18} {23,24,25,27}	[{5}, {18}, {24, 25, 27, 23}]	{feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	455	298	11985	1220	48978	inf
{3} {18} {24} {5}	[{3}, {18}, {24}, {5}]	{pos_NOUN} {pos_ADP} {pos_DET} {feats_Number=Sing}	494	305	12238	1220	48978	inf
{3} {18} {24} {3}	[{3}, {18}, {24}, {3}]	{pos_NOUN} {pos_ADP} {pos_DET} {pos_NOUN}	523	319	12833	1220	48978	inf
{5,23,24,25,27} {5} {5}	[{5, 23, 24, 25, 27}, {5}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {feats_Number=Sing}	359	200	8029	1220	48978	inf
{3,5} {18} {24,27} {5}	[{3, 5}, {18}, {24, 27}, {5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Number=Sing}	365	131	5255	1220	48978	inf
{5} {18} {5,24} {3,5,26}	[{5}, {18}, {24, 5}, {26, 3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	383	121	4858	1220	48978	inf
{3,5} {18} {23,24,25,27}	[{3, 5}, {18}, {24, 25, 27, 23}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	360	113	4558	1220	48978	inf
{24} {5} {18} {5}	[{24}, {5}, {18}, {5}]	{pos_DET} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	418	174	6985	1220	48978	inf
{3,5} {18} {5,24,27} {5}	[{3, 5}, {18}, {24, 27, 5}, {5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	365	130	5253	1220	48978	inf
{5} {18} {24} {3}	[{5}, {18}, {24}, {3}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	512	332	13337	1220	48978	inf
{18} {5,24,27} {3,4,5}	[{18}, {24, 27, 5}, {3, 4, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	447	320	12857	1220	48978	inf
{5} {18} {24,27} {3}	[{5}, {18}, {24, 27}, {3}]	{feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	483	268	10779	1220	48978	inf
{26} {18} {5,24,27}	[{26}, {18}, {24, 27, 5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	391	145	5839	1220	48978	inf
{17,18,728,730} {23,24,25,27} {92}	[{728, 17, 18, 730}, {24, 25, 27, 23}, {92}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Plur}	348	116	4671	1220	48978	inf
{18} {5,26} {3,5,26}	[{18}, {26, 5}, {26, 3, 5}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	378	160	6451	1220	48978	inf
{5,24,25,27} {3} {18}	[{24, 25, 27, 5}, {3}, {18}]	{feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP}	440	203	8170	1220	48978	inf
{5} {5} {18,730} {5}	[{5}, {5}, {730, 18}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP,wp_▁de} {feats_Number=Sing}	356	99	3993	1220	48978	inf
{5,24} {5} {17,18,728,730}	[{24, 5}, {5}, {728, 17, 18, 730}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de}	357	135	5443	1220	48978	inf
{5} {18} {23,24,25,27} {26}	[{5}, {18}, {24, 25, 27, 23}, {26}]	{feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Fem}	375	108	4356	1220	48978	inf
{5} {5} {18,730}	[{5}, {5}, {730, 18}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP,wp_▁de}	453	268	10758	1220	48978	inf
{5} {3,5} {105}	[{5}, {3, 5}, {105}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_PUNCT}	399	173	6940	1220	48978	inf
{3} {18} {24,27} {26}	[{3}, {18}, {24, 27}, {26}]	{pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Fem}	436	146	5865	1220	48978	inf
{3} {17,18} {3}	[{3}, {17, 18}, {3}]	{pos_NOUN} {lemma_de,pos_ADP} {pos_NOUN}	486	288	11583	1220	48978	inf
{24,27} {3} {17,18}	[{24, 27}, {3}, {17, 18}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	527	340	13677	1220	48978	inf
{5} {3,5} {5}	[{5}, {3, 5}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing}	432	314	12603	1220	48978	inf
{5} {3} {18}	[{5}, {3}, {18}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP}	543	349	14003	1220	48978	inf
{5} {18,730} {5}	[{5}, {730, 18}, {5}]	{feats_Number=Sing} {pos_ADP,wp_▁de} {feats_Number=Sing}	459	185	7447	1220	48978	inf
{18} {26} {26}	[{18}, {26}, {26}]	{pos_ADP} {feats_Gender=Fem} {feats_Gender=Fem}	443	313	12594	1220	48978	inf
{23,24,25,27} {3} {17,18}	[{24, 25, 27, 23}, {3}, {17, 18}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	463	287	11545	1220	48978	inf
{5} {5} {17,18} {5}	[{5}, {5}, {17, 18}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing}	410	155	6256	1220	48978	inf
{18} {26} {3,5}	[{18}, {26}, {3, 5}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN,feats_Number=Sing}	380	161	6477	1220	48978	inf
{5} {18} {24} {5,26}	[{5}, {18}, {24}, {26, 5}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {feats_Number=Sing,feats_Gender=Fem}	391	154	6198	1220	48978	inf
{4} {18} {24,27} {5}	[{4}, {18}, {24, 27}, {5}]	{feats_Gender=Masc} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Number=Sing}	366	128	5146	1220	48978	inf
{18} {5,24,26} {26}	[{18}, {24, 26, 5}, {26}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem} {feats_Gender=Fem}	374	188	7573	1220	48978	inf
{4} {18} {24} {5}	[{4}, {18}, {24}, {5}]	{feats_Gender=Masc} {pos_ADP} {pos_DET} {feats_Number=Sing}	385	149	6009	1220	48978	inf
{17,18,728,730} {5,24} {26}	[{728, 17, 18, 730}, {24, 5}, {26}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Gender=Fem}	414	114	4582	1220	48978	inf
{3} {17,18,728,730} {3,5}	[{3}, {728, 17, 18, 730}, {3, 5}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {pos_NOUN,feats_Number=Sing}	351	80	3217	1220	48978	inf
{5} {5} {18} {5,24}	[{5}, {5}, {18}, {24, 5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET}	359	146	5864	1220	48978	inf
{3} {18} {5} {3,5,26}	[{3}, {18}, {5}, {26, 3, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	426	116	4660	1220	48978	inf
{18} {5,23,24,25,26,27,964} {5}	[{18}, {964, 5, 23, 24, 25, 26, 27}, {5}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_Gender=Fem,feats_PronType=Art,wp_▁la} {feats_Number=Sing}	313	117	4726	1220	48978	inf
{18} {4,5,23,24,25,27,43,44} {5}	[{18}, {4, 5, 43, 44, 23, 24, 25, 27}, {5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le} {feats_Number=Sing}	340	163	6565	1220	48978	inf
{4} {4,5} {18}	[{4}, {4, 5}, {18}]	{feats_Gender=Masc} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP}	377	162	6500	1220	48978	inf
{3,26} {18} {3}	[{26, 3}, {18}, {3}]	{pos_NOUN,feats_Gender=Fem} {pos_ADP} {pos_NOUN}	356	109	4396	1220	48978	inf
{5,26} {26} {18}	[{26, 5}, {26}, {18}]	{feats_Number=Sing,feats_Gender=Fem} {feats_Gender=Fem} {pos_ADP}	314	111	4477	1220	48978	inf
{24} {3} {17,18} {3}	[{24}, {3}, {17, 18}, {3}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {pos_NOUN}	346	118	4746	1220	48978	inf
{92} {18} {24} {3}	[{92}, {18}, {24}, {3}]	{feats_Number=Plur} {pos_ADP} {pos_DET} {pos_NOUN}	334	90	3611	1220	48978	inf
{5} {18} {5} {26}	[{5}, {18}, {5}, {26}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	422	171	6864	1220	48978	inf
{18} {26} {3,5,26}	[{18}, {26}, {26, 3, 5}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	380	160	6454	1220	48978	inf
{18} {5,26} {3,26}	[{18}, {26, 5}, {26, 3}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {pos_NOUN,feats_Gender=Fem}	379	161	6460	1220	48978	inf
{17,18,730} {5} {3,5}	[{17, 18, 730}, {5}, {3, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	502	344	13810	1220	48978	inf
{17,18,730} {24} {3,26}	[{17, 18, 730}, {24}, {26, 3}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET} {pos_NOUN,feats_Gender=Fem}	503	252	10128	1220	48978	inf
{18} {24} {3} {730}	[{18}, {24}, {3}, {730}]	{pos_ADP} {pos_DET} {pos_NOUN} {wp_▁de}	335	106	4279	1220	48978	inf
{17,18,728,730} {5,24} {3,26}	[{728, 17, 18, 730}, {24, 5}, {26, 3}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Gender=Fem}	408	93	3756	1220	48978	inf
{5} {18} {24} {3,5,26}	[{5}, {18}, {24}, {26, 3, 5}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	383	121	4859	1220	48978	inf
{3} {17,18,728,730} {3}	[{3}, {728, 17, 18, 730}, {3}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {pos_NOUN}	414	136	5475	1220	48978	inf
{3} {18} {5} {3,26}	[{3}, {18}, {5}, {26, 3}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Gender=Fem}	427	116	4667	1220	48978	inf
{26} {18} {3,5}	[{26}, {18}, {3, 5}]	{feats_Gender=Fem} {pos_ADP} {pos_NOUN,feats_Number=Sing}	341	82	3317	1220	48978	inf
{4} {18} {5,24} {3}	[{4}, {18}, {24, 5}, {3}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN}	356	115	4650	1220	48978	inf
{5} {3,5} {18} {3}	[{5}, {3, 5}, {18}, {3}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_NOUN}	315	95	3821	1220	48978	inf
{18} {26} {3}	[{18}, {26}, {3}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN}	386	165	6621	1220	48978	inf
{26} {5,26} {18}	[{26}, {26, 5}, {18}]	{feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem} {pos_ADP}	309	111	4458	1220	48978	inf
{3} {17,18,728,730} {5,24} {3}	[{3}, {728, 17, 18, 730}, {24, 5}, {3}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {pos_NOUN}	345	56	2274	1220	48978	inf
{3} {18} {5,24} {26}	[{3}, {18}, {24, 5}, {26}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Gender=Fem}	428	124	4997	1220	48978	inf
{3,92} {17,18} {5}	[{3, 92}, {17, 18}, {5}]	{pos_NOUN,feats_Number=Plur} {lemma_de,pos_ADP} {feats_Number=Sing}	323	49	1970	1220	48978	inf
{92} {3} {18} {5}	[{92}, {3}, {18}, {5}]	{feats_Number=Plur} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	313	63	2533	1220	48978	inf
{4} {17,18} {26}	[{4}, {17, 18}, {26}]	{feats_Gender=Masc} {lemma_de,pos_ADP} {feats_Gender=Fem}	346	90	3628	1220	48978	inf
{5,24,27} {3,5} {17,18,730}	[{24, 27, 5}, {3, 5}, {17, 18, 730}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP,wp_▁de}	341	124	4977	1220	48978	inf
{3,4} {18} {5,26}	[{3, 4}, {18}, {26, 5}]	{pos_NOUN,feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	310	74	2987	1220	48978	inf
{17,18,730} {5} {26}	[{17, 18, 730}, {5}, {26}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {feats_Gender=Fem}	440	147	5907	1220	48978	inf
{4} {18} {24} {3,5}	[{4}, {18}, {24}, {3, 5}]	{feats_Gender=Masc} {pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Sing}	356	115	4651	1220	48978	inf
{4} {18} {5,24,27}	[{4}, {18}, {24, 27, 5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	366	129	5185	1220	48978	inf
{3,5} {17,18} {3}	[{3, 5}, {17, 18}, {3}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {pos_NOUN}	326	97	3930	1220	48978	inf
{3,4} {17,18,728,730} {5}	[{3, 4}, {728, 17, 18, 730}, {5}]	{pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	370	88	3569	1220	48978	inf
{18} {5,26} {3,5}	[{18}, {26, 5}, {3, 5}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {pos_NOUN,feats_Number=Sing}	378	161	6474	1220	48978	inf
